,movie_id,title,category,year,Poster,Director,Actors,Runtime
234,237,Forget Paris ,Comedy,1995,https://m.media-amazon.com/images/M/MV5BM2ZkYTUxZjQtODhkMy00NWI3LWFlMDMtMzYzZTQ3YmFjMjg4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,Billy Crystal,"Billy Crystal, Debra Winger, Joe Mantegna",101 min
235,238,Far From Home: The Adventures of Yellow Dog ,Adventure,1995,https://m.media-amazon.com/images/M/MV5BYThiMDFmYWUtNTdjZC00ODcwLTgzNzgtMTE0MmMxZDg3Njg0XkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg,Phillip Borsos,"Jesse Bradford, Mimi Rogers, Bruce Davison",81 min
237,240,Hideaway ,Thriller,1995,https://m.media-amazon.com/images/M/MV5BMmM1OTU2MDQtZWVjMi00NmY4LWI1ZDYtZTg0ODE5YTUxNDA1XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,Brett Leonard,"Jeff Goldblum, Christine Lahti, Alicia Silverstone",106 min
238,241,Fluke ,Children,1995,https://m.media-amazon.com/images/M/MV5BM2I1YzJkOWYtMzNjNC00NDA3LWFlMTktNDJkM2JmZTEzNDYxXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg,Carlo Carlei,"Matthew Modine, Nancy Travis, Samuel L. Jackson",96 min
240,243,Gordy ,Children,1995,https://m.media-amazon.com/images/M/MV5BN2Q0MmFkZTktZjZmMC00OWIwLTgzOGYtOTk2MTAzNzY4ZTkxXkEyXkFqcGdeQXVyNTM5NzI0NDY@._V1_SX300.jpg,Mark Lewis,"Kristy Young, Doug Stone, James Donadio",90 min
241,244,Gumby: The Movie ,Animation,1995,https://m.media-amazon.com/images/M/MV5BNGY5MjA2MmQtODAwMi00MzMzLTk5MDEtMWFlMzE2OTgwNmIwXkEyXkFqcGdeQXVyNTkxMzEwMzU@._V1_SX300.jpg,Art Clokey,"Dal McKennon, Art Clokey, Gloria Clokey",90 min
243,246,Hoop Dreams ,Documentary,1994,https://m.media-amazon.com/images/M/MV5BNmNjMTU2MzQtMzNkNy00YjQ1LTg0M2ItMzM2MDYwYmUyMjMyXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_SX300.jpg,Steve James,"William Gates, Arthur Agee, Emma Gates",170 min
244,247,Heavenly Creatures ,Crime,1994,https://m.media-amazon.com/images/M/MV5BZjUwNGIwNDctZmQ1ZC00YTEzLWI3MzQtZGMyODlmZGU4ZDdhXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,Peter Jackson,"Melanie Lynskey, Kate Winslet, Sarah Peirse",99 min
245,248,Houseguest ,Comedy,1994,https://m.media-amazon.com/images/M/MV5BNGVkZWMwZWItOWQzZS00YTU5LWJjMGUtZTM5MjdmZmQ2YTU3XkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg,Randall Miller,"Sinbad, Phil Hartman, Kim Greist",113 min
246,249,Immortal Beloved ,Drama,1994,https://m.media-amazon.com/images/M/MV5BOTgyZTYzZGItYzIzMi00YTBkLTk0ZTktOTg2ZTM3NDcwYjAxXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg,Bernard Rose,"Gary Oldman, Jeroen Krabbé, Isabella Rossellini",121 min
247,250,Heavyweights ,Children,1995,https://m.media-amazon.com/images/M/MV5BYjg4NWFhNjQtMWYzZi00Y2RiLWJlZmUtOWZkZTM5MmNkNTQyXkEyXkFqcGdeQXVyNjc3MjQzNTI@._V1_SX300.jpg,Steven Brill,"Tom McGowan, Aaron Schwartz, Ben Stiller",100 min
248,251,"Hunted, The ",Action,1995,https://m.media-amazon.com/images/M/MV5BMmVlZmE3ZmMtNzVjNS00NjYxLTgzN2EtMzNiYWY0OTcyOTBmXkEyXkFqcGdeQXVyMjk4MDA0Mjg@._V1_SX300.jpg,Ben Steele,Matt Bomer,49 min
249,252,I.Q. ,Comedy,1994,https://m.media-amazon.com/images/M/MV5BN2VkMzZlMTctZjVlOS00NmQ1LTg1ZDItMDc5NzhlNDRhMjRiXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,Fred Schepisi,"Tim Robbins, Meg Ryan, Walter Matthau",100 min
250,253,Interview with the Vampire: The Vampire Chronicles ,Drama,1994,https://m.media-amazon.com/images/M/MV5BYThmYjJhMGItNjlmOC00ZDRiLWEzNjUtZjU4MjA3MzY0MzFmXkEyXkFqcGdeQXVyNTI4MjkwNjA@._V1_SX300.jpg,Neil Jordan,"Brad Pitt, Tom Cruise, Antonio Banderas",123 min
251,254,Jefferson in Paris ,Drama,1995,https://m.media-amazon.com/images/M/MV5BZjQzOTI3ZjgtNjU1OS00YTNjLTg0OGYtNTgwYjAzZWI3OWYzXkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_SX300.jpg,James Ivory,"Nick Nolte, Greta Scacchi, Gwyneth Paltrow",139 min
253,256,Junior ,Comedy,1994,https://m.media-amazon.com/images/M/MV5BZDFhMmY3YjItYzRmOS00MTZlLWFkNzEtOWY5ZDA3NDAwNmRlXkEyXkFqcGdeQXVyNjk1Njg5NTA@._V1_SX300.jpg,Ivan Reitman,"Arnold Schwarzenegger, Danny DeVito, Emma Thompson",109 min
254,257,Just Cause ,Mystery,1995,https://m.media-amazon.com/images/M/MV5BYmVkYTgyYWQtYTdiYS00NTk1LWEzZGItYTExYWFiZWMzYjRlXkEyXkFqcGdeQXVyMTUzMDUzNTI3._V1_SX300.jpg,Arne Glimcher,"Sean Connery, Laurence Fishburne, Kate Capshaw",102 min
256,259,Kiss of Death ,Crime,1995,https://m.media-amazon.com/images/M/MV5BMmMwNmVkZDItY2UzNi00ZGE2LTlkOTUtNDNlOGJkZDNhYjVlXkEyXkFqcGdeQXVyNDAxNjkxNjQ@._V1_SX300.jpg,Barbet Schroeder,"David Caruso, Samuel L. Jackson, Nicolas Cage",101 min
257,260,Star Wars: Episode IV - A New Hope ,Action,1977,https://m.media-amazon.com/images/M/MV5BOTA5NjhiOTAtZWM0ZC00MWNhLThiMzEtZDFkOTk2OTU1ZDJkXkEyXkFqcGdeQXVyMTA4NDI1NTQx._V1_SX300.jpg,George Lucas,"Mark Hamill, Harrison Ford, Carrie Fisher",121 min
258,261,Little Women ,Drama,1994,https://m.media-amazon.com/images/M/MV5BY2QzYTQyYzItMzAwYi00YjZlLThjNTUtNzMyMDdkYzJiNWM4XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg,Greta Gerwig,"Saoirse Ronan, Emma Watson, Florence Pugh",135 min
260,263,Ladybird Ladybird ,Drama,1994,https://m.media-amazon.com/images/M/MV5BYmQ0YjdkZTYtZWNiMi00ZTM1LTkzMjYtNTJkN2NiNGRhYjRhXkEyXkFqcGdeQXVyNDE0MzQxNjQ@._V1_SX300.jpg,Ken Loach,"Crissy Rock, Vladimir Vega, Sandie Lavelle",101 min
262,265,Like Water for Chocolate ,Drama,1992,https://m.media-amazon.com/images/M/MV5BOTZlZGFlMWEtMzhlYS00NGI5LTg1YzktOGE3MDk5NjMyYzFhXkEyXkFqcGdeQXVyNjc3MjQzNTI@._V1_SX300.jpg,Alfonso Arau,"Marco Leonardi, Lumi Cavazos, Regina Torné",105 min
263,266,Legends of the Fall ,Drama,1994,https://m.media-amazon.com/images/M/MV5BMTYwMjYxNTAyN15BMl5BanBnXkFtZTgwMTc3MjkyMTE@._V1_SX300.jpg,Edward Zwick,"Brad Pitt, Anthony Hopkins, Aidan Quinn",133 min
264,267,Major Payne ,Comedy,1995,https://m.media-amazon.com/images/M/MV5BYWRmNmZmZDYtZTA5NS00MTMwLWI1YTgtOWJkM2IzMmM5YmEwXkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_SX300.jpg,Nick Castle,"Damon Wayans, Michael Ironside, Bam Bam Bigelow",95 min
265,268,Little Odessa ,Crime,1994,https://m.media-amazon.com/images/M/MV5BZjc3YjRlMWQtYTU5Yy00ZmU5LTkzZDUtNDNlM2FkYjRkZjBlXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_SX300.jpg,James Gray,"Tim Roth, Edward Furlong, Moira Kelly",98 min
266,269,My Crazy Life ,Drama,1993,https://m.media-amazon.com/images/M/MV5BNzkxODczZWMtMDhhOC00YTRjLTg4NGEtNjQyMjhiZTgzMTJmXkEyXkFqcGdeQXVyNTM3MDMyMDQ@._V1_SX300.jpg,,"Deren Abram, Matthew McConaughey, Heather Petrone",30 min
267,270,Love Affair ,Drama,1994,https://m.media-amazon.com/images/M/MV5BZGE5NmQ2OWUtZmE5Ny00MThhLTkxMTEtZDJkNDcyYTM4Yjk3XkEyXkFqcGdeQXVyMzg1ODEwNQ@@._V1_SX300.jpg,Leo McCarey,"Irene Dunne, Charles Boyer, Maria Ouspenskaya",88 min
268,271,Losing Isaiah ,Drama,1995,https://m.media-amazon.com/images/M/MV5BNWFiYzVkN2EtYjhkNi00ZjJiLWJlN2MtN2Y4ZWQ0MTgxZDI2XkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_SX300.jpg,Stephen Gyllenhaal,"Jessica Lange, Halle Berry, David Strathairn",111 min
270,273,Mary Shelley's Frankenstein ,Drama,1994,https://m.media-amazon.com/images/M/MV5BOWNjMGQ2NTYtNWZlMS00Nzk4LWE5ZDQtNWFhZDk0ZWM3ODc4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,Kenneth Branagh,"Robert De Niro, Kenneth Branagh, Helena Bonham Carter",123 min
271,274,Man of the House ,Comedy,1995,https://m.media-amazon.com/images/M/MV5BODY3Nzg2NDQ5Ml5BMl5BanBnXkFtZTcwOTQ5MDgyMQ@@._V1_SX300.jpg,Stephen Herek,"Tommy Lee Jones, Christina Milian, Kelli Garner",100 min
272,275,Mixed Nuts ,Comedy,1994,https://m.media-amazon.com/images/M/MV5BM2Y3OTk4ZmMtYWMwNC00OTQ3LTg4OWEtNDNiNTVlODc0ZDc2XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_SX300.jpg,Nora Ephron,"Steve Martin, Madeline Kahn, Robert Klein",97 min
273,276,Milk Money ,Comedy,1994,https://m.media-amazon.com/images/M/MV5BM2RkZGUwMGQtOWU3OS00NDM5LWI2NTctNTNkY2VhMGFkMDBiXkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_SX300.jpg,Richard Benjamin,"Melanie Griffith, Ed Harris, Michael Patrick Carter",110 min
274,277,Miracle on 34th Street ,Drama,1994,https://m.media-amazon.com/images/M/MV5BNjRkOGEwYTUtY2E5Yy00ODg4LTk2ZWItY2IyMzUxOGVhMTM1XkEyXkFqcGdeQXVyNDk0MDg4NDk@._V1_SX300.jpg,George Seaton,"Edmund Gwenn, Maureen O'Hara, John Payne",96 min
275,278,Miami Rhapsody ,Comedy,1995,https://m.media-amazon.com/images/M/MV5BZDI0NmU5ZTgtZTMxZi00OGExLTk5NTEtNWQzODU4NDYyZTJlXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg,David Frankel,"Sarah Jessica Parker, Mia Farrow, Antonio Banderas",95 min
276,279,My Family ,Drama,1995,https://m.media-amazon.com/images/M/MV5BMTcyODQ1ODQzNl5BMl5BanBnXkFtZTcwMTA3MTUyMQ@@._V1_SX300.jpg,,"Robert Lindsay, Zoë Wanamaker, Gabriel Thomson",50 min
277,280,Murder in the First ,Drama,1995,https://m.media-amazon.com/images/M/MV5BNTYzMjZkZDAtNDI2YS00ZjFjLTk1NjMtYzc3ZWVhNjFjMGU2XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_SX300.jpg,Marc Rocco,"Christian Slater, Kevin Bacon, Gary Oldman",122 min
278,281,Nobody's Fool ,Comedy,1994,https://m.media-amazon.com/images/M/MV5BMjg0YzYzYzktNTY3NC00MDE0LThjMzYtMmY0MWZlNDdiYWY2XkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg,Robert Benton,"Paul Newman, Bruce Willis, Jessica Tandy",110 min
279,282,Nell ,Drama,1994,https://m.media-amazon.com/images/M/MV5BYjU5NDMyNjUtNmFiNi00NWNhLWFhMmUtNjJlYzEwYzM4YzViXkEyXkFqcGdeQXVyMTQ4NDY5OTc@._V1_SX300.jpg,Michael Apted,"Jodie Foster, Liam Neeson, Natasha Richardson",112 min
280,283,New Jersey Drive ,Crime,1995,https://m.media-amazon.com/images/M/MV5BYjRkM2Q5MzAtZTM4Yy00OTEwLTkyZjQtMzliZjA0MzNmZjhiXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg,Nick Gomez,"Shar-Ron Corley, Gabriel Casseus, Saul Stein",98 min
281,284,New York Cop ,Action,1993,https://m.media-amazon.com/images/M/MV5BODBjN2Y5MzQtZTMwMS00ZjA3LTk5Y2MtMDZmZDFiNDcyMWMyXkEyXkFqcGdeQXVyMTY5Nzc4MDY@._V1_SX300.jpg,Tôru Murakawa,"Tôru Nakamura, Chad McQueen, Mira Sorvino",93 min
282,285,Beyond Bedlam ,Drama,1993,https://m.media-amazon.com/images/M/MV5BN2E1NDBmOWEtZTc1Zi00OGEyLTk3ZjMtZDg5N2ZhZWM4M2ZiXkEyXkFqcGdeQXVyNjU0NTI0Nw@@._V1_SX300.jpg,Vadim Jean,"Craig Fairbrass, Elizabeth Hurley, Keith Allen",89 min
283,286,Nemesis 2: Nebula ,Action,1995,https://m.media-amazon.com/images/M/MV5BZGViNmRkYzQtOTFlOC00NjY2LThhMDYtNzc0YzI3MWMwMDBiXkEyXkFqcGdeQXVyNjExODE1MDc@._V1_SX300.jpg,Albert Pyun,"Sue Price, Chad Stahelski, Tina Cote, Earl White",83 min
284,287,Nina Takes a Lover ,Comedy,1994,https://m.media-amazon.com/images/M/MV5BYmQ0NTRlODAtMTY5Mi00NzM4LTgxZGEtMmM0YjZmMzE1MjQ5XkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_SX300.jpg,Alan Jacobs,"Laura San Giacomo, Paul Rhys, Michael O'Keefe",98 min
285,288,Natural Born Killers ,Action,1994,https://m.media-amazon.com/images/M/MV5BNGNjNjU1YmEtZGM5MC00ODgzLWEyY2MtZmZmNTlhOGU4OWJjXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,Oliver Stone,"Woody Harrelson, Juliette Lewis, Tom Sizemore",119 min
286,289,Only You ,Comedy,1994,https://m.media-amazon.com/images/M/MV5BOTVkMmE1YWUtM2QwZi00OTJhLWIyYzMtOWQwNmI2MzE2NzE0XkEyXkFqcGdeQXVyNDAxNjkxNjQ@._V1_SX300.jpg,Norman Jewison,"Marisa Tomei, Robert Downey Jr., Bonnie Hunt",109 min
287,290,Once Were Warriors ,Crime,1994,https://m.media-amazon.com/images/M/MV5BNTQ1MmNmYTUtNmY4ZC00NWQyLWE1YmItZDY4ZmNmMDQyMzAwXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_SX300.jpg,Lee Tamahori,"Rena Owen, Temuera Morrison, Mamaengaroa Kerr-Bell",102 min
288,291,Poison Ivy II ,Drama,1996,https://m.media-amazon.com/images/M/MV5BN2IzZmIzZmMtOGM2NC00MmU3LThmMzAtNGZmYzk4OGRkYWE2XkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_SX300.jpg,Anne Goursaud,"Alyssa Milano, Johnathon Schaech, Xander Berkeley",106 min
289,292,Outbreak ,Action,1995,https://m.media-amazon.com/images/M/MV5BZjMyYWI3M2UtMzkyMy00ZjU2LTlkZTMtZDY3ZmViY2M2NTFiXkEyXkFqcGdeQXVyMTUzMDUzNTI3._V1_SX300.jpg,Wolfgang Petersen,"Dustin Hoffman, Rene Russo, Morgan Freeman",127 min
290,293,Léon: The Professional ,Action,1994,https://m.media-amazon.com/images/M/MV5BOTgyMWQ0ZWUtN2Q2MS00NmY0LWI3OWMtNjFkMzZlNDZjNTk0XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_SX300.jpg,Luc Besson,"Jean Reno, Gary Oldman, Natalie Portman",110 min
293,296,Pulp Fiction ,Comedy,1994,https://m.media-amazon.com/images/M/MV5BNGNhMDIzZTUtNTBlZi00MTRlLWFjM2ItYzViMjE3YzI5MjljXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX300.jpg,Quentin Tarantino,"John Travolta, Uma Thurman, Samuel L. Jackson",154 min
294,297,Panther ,Drama,1995,https://m.media-amazon.com/images/M/MV5BZTI0MDVhY2QtMzdmYy00ZjVmLWFjMTUtNTFmZjUyMzFmZTA4XkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_SX300.jpg,Mario Van Peebles,"Kadeem Hardison, Bokeem Woodbine, Joe Don Baker",124 min
295,298,Pushing Hands ,Drama,1992,https://m.media-amazon.com/images/M/MV5BMmM1ODExNjctMTg4YS00NTg1LWI5OGEtZjExMjFlMWZmN2VhXkEyXkFqcGdeQXVyNjU1MDM2NjY@._V1_SX300.jpg,Ang Lee,"Sihung Lung, Lai Wang, Bozhao Wang",105 min
296,299,Priest ,Drama,1994,https://m.media-amazon.com/images/M/MV5BMTQ1MTAwODc3OV5BMl5BanBnXkFtZTcwNzI0MDQ3NA@@._V1_SX300.jpg,Scott Stewart,"Paul Bettany, Cam Gigandet, Maggie Q",87 min
297,300,Quiz Show ,Drama,1994,https://m.media-amazon.com/images/M/MV5BNTYxNjdjMzUtYzAyNC00NWJhLWFlM2EtNWM4NDBhZmQ1YjJiXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg,Robert Redford,"Ralph Fiennes, John Turturro, Rob Morrow",133 min
298,301,Picture Bride ,Drama,1994,https://m.media-amazon.com/images/M/MV5BY2M2NGIzYzktYjQ3ZS00YjZkLWJjOTQtYWE0YWRhY2RmZmU3XkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_SX300.jpg,Kayo Hatta,"Yûki Kudô, Akira Takayama, Cary-Hiroyuki Tagawa",94 min
299,302,Queen Margot ,Drama,1994,https://m.media-amazon.com/images/M/MV5BNTc4NTdjODgtZmI1MS00MDI5LWFhZjYtMjAzNTVhYzk1ZjFiXkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_SX300.jpg,Patrice Chéreau,"Isabelle Adjani, Daniel Auteuil, Jean-Hugues Anglade",159 min
301,304,Roommates ,Comedy,1995,https://m.media-amazon.com/images/M/MV5BOGUyMmJjYzctNmYzYS00YmQ4LWEzYzEtNGIzNTdjOTg1MzA3XkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_SX300.jpg,Peter Yates,"Peter Falk, D.B. Sweeney, Julianne Moore",108 min
302,305,Ready to Wear ,Comedy,1994,https://m.media-amazon.com/images/M/MV5BZWMwN2RiZDQtN2RkNS00YzJkLWI2ODMtODk1MzQxODE4NzU0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,Robert Altman,"Sophia Loren, Julia Roberts, Marcello Mastroianni",133 min
303,306,Three Colors: Red ,Drama,1994,https://m.media-amazon.com/images/M/MV5BYTg1MmNiMjItMmY4Yy00ZDQ3LThjMzYtZGQ0ZTQzNTdkMGQ1L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,Krzysztof Kieslowski,"Irène Jacob, Jean-Louis Trintignant, Frédérique Feder",99 min
304,307,Three Colors: Blue ,Drama,1993,https://m.media-amazon.com/images/M/MV5BZWU5NWQ2MWMtYmI4Ni00Yjk5LTk3ODktMDVlZGViNGUwN2M5XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,Krzysztof Kieslowski,"Juliette Binoche, Zbigniew Zamachowski, Julie Delpy",94 min
305,308,Three Colors: White ,Comedy,1994,https://m.media-amazon.com/images/M/MV5BMTc1ODkzOWItNmM4NS00OGQzLTg5NjctOThjY2M1MGI5ZTRkL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,Krzysztof Kieslowski,"Zbigniew Zamachowski, Julie Delpy, Janusz Gajos",92 min
307,310,Rent-a-Kid ,Comedy,1995,https://m.media-amazon.com/images/M/MV5BMjYwMzA3Njg2MF5BMl5BanBnXkFtZTcwOTI1NDMzMQ@@._V1_SX300.jpg,Fred Gerber,"Leslie Nielsen, Christopher Lloyd, Matt McCoy",85 min
308,311,Relative Fear ,Horror,1994,https://m.media-amazon.com/images/M/MV5BYTAyMDBkYTgtNzNhOC00ZWFmLWFlYjEtMzA0MGY4MDEwZjM2XkEyXkFqcGdeQXVyMzU0NzkwMDg@._V1_SX300.jpg,George Mihalka,"Darlanne Fluegel, Martin Neufeld, James Brolin",94 min
309,312,Stuart Saves His Family ,Comedy,1995,https://m.media-amazon.com/images/M/MV5BZWZiZWQ4NmMtYmVhYi00MDRhLWFjMmUtODA0NWFkMjdmNWQ5XkEyXkFqcGdeQXVyMTQ3Njg3MQ@@._V1_SX300.jpg,Harold Ramis,"Al Franken, Laura San Giacomo, Vincent D'Onofrio",95 min
310,313,"Swan Princess, The ",Animation,1994,https://m.media-amazon.com/images/M/MV5BMzdiMzU5MDctM2U0OC00YzlmLWI2ZTItMTAxMmMzNWFhNzBiXkEyXkFqcGdeQXVyNzMwOTY2NTI@._V1_SX300.jpg,Richard Rich,"Michelle Nicastro, Brian Nissen, Katja Zoch, Joseph Medrano",71 min
313,316,Stargate ,Action,1994,https://m.media-amazon.com/images/M/MV5BYWEyYTQzNzQtZTg5OS00NDhkLTg1NjYtMzA5Y2MyYjYzNWQ5L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,Roland Emmerich,"Kurt Russell, James Spader, Jaye Davidson",116 min
316,319,Shallow Grave ,Comedy,1994,https://m.media-amazon.com/images/M/MV5BZmVmOWVlODYtOTQ0Yy00ODY1LTgwZjMtYWFhOWQ3ODhmYjliL2ltYWdlXkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_SX300.jpg,Danny Boyle,"Kerry Fox, Christopher Eccleston, Ewan McGregor",89 min
317,320,Suture ,Film-Noir,1993,https://m.media-amazon.com/images/M/MV5BOTc0ODlkMzEtNjE5My00ODA2LTg5ZjMtYWFjOTE1ZmNmMzk0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"Scott McGehee, David Siegel","Dennis Haysbert, Mel Harris, Sab Shimono",96 min
319,322,Swimming with Sharks ,Comedy,1995,https://m.media-amazon.com/images/M/MV5BZjNhZmVmZGQtMTQ3OS00YWEzLThjMWUtMWFiNjA3YzQ1Yjg0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,George Huang,"Kevin Spacey, Frank Whaley, Michelle Forbes",93 min
321,325,National Lampoon's Senior Trip ,Comedy,1995,https://m.media-amazon.com/images/M/MV5BMzNjNDA3MjEtZDMzZi00YTIzLWE5MzYtYzg1NDE3MjNjMmY4XkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg,Kelly Makin,"Matt Frewer, Valerie Mahaffey, Lawrence Dane",91 min
322,326,To Live ,Drama,1994,https://m.media-amazon.com/images/M/MV5BOGU0OGY2NWItNDA0MC00NmRjLWI4YWQtMTUyNWJmM2RmYjA4XkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_SX300.jpg,Yimou Zhang,"You Ge, Gong Li, Ben Niu",133 min
323,327,Tank Girl ,Action,1995,https://m.media-amazon.com/images/M/MV5BMzc0NjBmMzgtMTUxMS00YWFjLTk4NTYtNjE4NTJhOTU3ZTYwXkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_SX300.jpg,Rachel Talalay,"Lori Petty, Ice-T, Naomi Watts",104 min
325,329,Star Trek: Generations ,Adventure,1994,https://m.media-amazon.com/images/M/MV5BOTk5Mjg4MzktZTczNC00ZWI3LWFlNjgtNjgwZDQwOGU5NmQ3XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_SX300.jpg,David Carson,"Patrick Stewart, William Shatner, Malcolm McDowell",118 min
326,330,Tales from the Hood ,Action,1995,https://m.media-amazon.com/images/M/MV5BMDZjYTMzZDEtYjJkNS00MTI1LTgyZDctM2FlYjk2NDMyNTQzXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,Rusty Cundieff,"Clarence Williams III, Corbin Bernsen, Joe Torry",98 min
327,331,Tom & Viv ,Drama,1994,https://m.media-amazon.com/images/M/MV5BNDNmNGI2NzAtZjZhYi00YTc1LWJjOTctMTRlMDI0MzEzNjA2XkEyXkFqcGdeQXVyMjkwOTAyMDU@._V1_SX300.jpg,,"John Krasinski, Wendell Pierce, Michael Kelly",60 min
328,332,Village of the Damned ,Horror,1995,https://m.media-amazon.com/images/M/MV5BZGZiNjQyOGUtNjQ2Ny00MzUxLWI1NDUtMDNlMjBiNjcwMTNkXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_SX300.jpg,John Carpenter,"Christopher Reeve, Kirstie Alley, Linda Kozlowski",98 min
329,333,Tommy Boy ,Comedy,1995,https://m.media-amazon.com/images/M/MV5BNTMwZGU3MGUtZWE0Ni00YzExLWIyY2MtMmNmMDlmYTdmNzFkXkEyXkFqcGdeQXVyNjExODE1MDc@._V1_SX300.jpg,Peter Segal,"Chris Farley, David Spade, Brian Dennehy",97 min
330,334,Vanya on 42nd Street ,Drama,1994,https://m.media-amazon.com/images/M/MV5BZDQ1ODk1NDEtOWRkYi00ZTcyLThjNTItZTZlN2VkYTRiNGFkXkEyXkFqcGdeQXVyMjgyNjk3MzE@._V1_SX300.jpg,Louis Malle,"Wallace Shawn, Phoebe Brand, George Gaynes",119 min
331,335,Underneath ,Mystery,1995,https://m.media-amazon.com/images/M/MV5BMjk4OWRiNzgtODAxOS00YjQ5LWFhMDgtNzlhNjI4YTdjZTU2XkEyXkFqcGdeQXVyNDc2NzM4NTM@._V1_SX300.jpg,Mike Lenzini,"Blake Farris, Mark D. Matthews, Jamie Carvelli",78 min
332,336,"Walking Dead, The ",Drama,1995,https://m.media-amazon.com/images/M/MV5BOGI0ZTM0NzctMWNiMy00MTg5LWI5NmItZDBmNWM4MTgzOTg2XkEyXkFqcGdeQXVyNDI3NzQxODA@._V1_SX300.jpg,,"Greg Nicotero, Robert Kirkman, Scott M. Gimple",86 min
333,337,What's Eating Gilbert Grape ,Drama,1993,https://m.media-amazon.com/images/M/MV5BY2EyZDlhNjItODYzNi00Mzc3LWJjOWUtMTViODU5MTExZWMyL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,Lasse Hallström,"Johnny Depp, Leonardo DiCaprio, Juliette Lewis",118 min
334,338,Virtuosity ,Action,1995,https://m.media-amazon.com/images/M/MV5BZWRmMTNlZDEtZTExYi00Y2E4LTg5YjItODFlNWY0Mzc4MDZlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,Brett Leonard,"Denzel Washington, Russell Crowe, Kelly Lynch",106 min
335,339,While You Were Sleeping ,Comedy,1995,https://m.media-amazon.com/images/M/MV5BMGI5OGRiNTgtYzdkNS00N2E1LTgxMmQtYTQyNjk4YmEyM2IzXkEyXkFqcGdeQXVyNDQ0MTYzMDA@._V1_SX300.jpg,Jon Turteltaub,"Sandra Bullock, Bill Pullman, Peter Gallagher",103 min
336,340,"War, The ",Adventure,1994,https://m.media-amazon.com/images/M/MV5BMTY3NjM2NjM0MF5BMl5BanBnXkFtZTcwNjE0MTM1MQ@@._V1_SX300.jpg,Kevin Booth,"Joe Arpaio, Jello Biafra, Osama bin Laden",120 min
